,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
3846291,2020-02-15,US_AK,5.0,3.0,14.0,2.0,1.0,0.0
3846292,2020-02-16,US_AK,15.0,5.0,29.0,6.0,1.0,-1.0
3846293,2020-02-17,US_AK,3.0,-2.0,9.0,-6.0,-33.0,8.0
3846294,2020-02-18,US_AK,-2.0,-2.0,1.0,4.0,-2.0,2.0
3846295,2020-02-19,US_AK,0.0,-2.0,1.0,4.0,-3.0,2.0
3846296,2020-02-20,US_AK,3.0,3.0,5.0,1.0,2.0,0.0
3846297,2020-02-21,US_AK,-1.0,-2.0,1.0,5.0,5.0,0.0
3846298,2020-02-22,US_AK,5.0,3.0,13.0,3.0,4.0,-1.0
3846299,2020-02-23,US_AK,12.0,4.0,16.0,1.0,2.0,-1.0
3846300,2020-02-24,US_AK,4.0,1.0,7.0,4.0,3.0,0.0
3846301,2020-02-25,US_AK,6.0,-1.0,1.0,-1.0,3.0,0.0
3846302,2020-02-26,US_AK,12.0,6.0,7.0,2.0,3.0,0.0
3846303,2020-02-27,US_AK,10.0,6.0,13.0,9.0,2.0,-1.0
3846304,2020-02-28,US_AK,12.0,5.0,13.0,8.0,6.0,-2.0
3846305,2020-02-29,US_AK,13.0,9.0,9.0,12.0,5.0,-2.0
3846306,2020-03-01,US_AK,18.0,14.0,6.0,16.0,5.0,-1.0
3846307,2020-03-02,US_AK,6.0,6.0,4.0,6.0,1.0,0.0
3846308,2020-03-03,US_AK,11.0,9.0,-2.0,3.0,3.0,0.0
3846309,2020-03-04,US_AK,11.0,8.0,3.0,8.0,3.0,0.0
3846310,2020-03-05,US_AK,9.0,7.0,9.0,4.0,2.0,0.0
3846311,2020-03-06,US_AK,9.0,4.0,10.0,9.0,0.0,1.0
3846312,2020-03-07,US_AK,12.0,10.0,17.0,9.0,3.0,-1.0
3846313,2020-03-08,US_AK,13.0,8.0,34.0,9.0,2.0,-1.0
3846314,2020-03-09,US_AK,7.0,4.0,14.0,3.0,-10.0,2.0
3846315,2020-03-10,US_AK,13.0,6.0,11.0,2.0,-7.0,2.0
3846316,2020-03-11,US_AK,12.0,9.0,16.0,3.0,-8.0,2.0
3846317,2020-03-12,US_AK,12.0,19.0,21.0,-1.0,-9.0,2.0
3846318,2020-03-13,US_AK,7.0,19.0,16.0,0.0,-10.0,3.0
3846319,2020-03-14,US_AK,0.0,19.0,37.0,1.0,-1.0,1.0
3846320,2020-03-15,US_AK,5.0,14.0,58.0,7.0,-1.0,0.0
3846321,2020-03-16,US_AK,1.0,20.0,29.0,-6.0,-12.0,4.0
3846322,2020-03-17,US_AK,-14.0,8.0,12.0,-12.0,-15.0,7.0
3846323,2020-03-18,US_AK,-19.0,8.0,6.0,-12.0,-21.0,9.0
3846324,2020-03-19,US_AK,-26.0,4.0,15.0,-21.0,-25.0,10.0
3846325,2020-03-20,US_AK,-28.0,3.0,23.0,-24.0,-25.0,12.0
3846326,2020-03-21,US_AK,-37.0,-1.0,1.0,-25.0,-20.0,8.0
3846327,2020-03-22,US_AK,-30.0,-4.0,65.0,-30.0,-21.0,6.0
3846328,2020-03-23,US_AK,-36.0,-11.0,23.0,-37.0,-35.0,14.0
3846329,2020-03-24,US_AK,-37.0,-12.0,17.0,-39.0,-39.0,16.0
3846330,2020-03-25,US_AK,-40.0,-15.0,6.0,-42.0,-41.0,18.0
3846331,2020-03-26,US_AK,-40.0,-13.0,31.0,-42.0,-42.0,17.0
3846332,2020-03-27,US_AK,-42.0,-15.0,2.0,-50.0,-40.0,19.0
3846333,2020-03-28,US_AK,-47.0,-15.0,11.0,-50.0,-30.0,11.0
3846334,2020-03-29,US_AK,-48.0,-27.0,18.0,-55.0,-33.0,10.0
3846335,2020-03-30,US_AK,-40.0,-17.0,15.0,-49.0,-46.0,18.0
3846336,2020-03-31,US_AK,-37.0,-15.0,15.0,-45.0,-44.0,18.0
3846337,2020-04-01,US_AK,-35.0,-8.0,3.0,-43.0,-44.0,18.0
3846338,2020-04-02,US_AK,-42.0,-14.0,-3.0,-50.0,-45.0,19.0
3846339,2020-04-03,US_AK,-42.0,-14.0,2.0,-47.0,-43.0,20.0
3846340,2020-04-04,US_AK,-47.0,-14.0,21.0,-50.0,-32.0,12.0
3846341,2020-04-05,US_AK,-41.0,-17.0,29.0,-52.0,-32.0,9.0
3846342,2020-04-06,US_AK,-37.0,-15.0,1.0,-49.0,-44.0,17.0
3846343,2020-04-07,US_AK,-38.0,-16.0,1.0,-48.0,-44.0,18.0
3846344,2020-04-08,US_AK,-38.0,-14.0,7.0,-49.0,-44.0,18.0
3846345,2020-04-09,US_AK,-38.0,-12.0,19.0,-48.0,-44.0,18.0
3846346,2020-04-10,US_AK,-40.0,-10.0,28.0,-49.0,-44.0,19.0
3846347,2020-04-11,US_AK,-41.0,-4.0,36.0,-52.0,-32.0,10.0
3846348,2020-04-12,US_AK,-55.0,-33.0,12.0,-59.0,-37.0,9.0
3846349,2020-04-13,US_AK,-36.0,-15.0,5.0,-51.0,-43.0,17.0
3846350,2020-04-14,US_AK,-32.0,-13.0,19.0,-49.0,-41.0,18.0
3846351,2020-04-15,US_AK,-25.0,-5.0,-2.0,-47.0,-41.0,17.0
3846352,2020-04-16,US_AK,-29.0,-7.0,8.0,-47.0,-42.0,17.0
3846353,2020-04-17,US_AK,-32.0,-10.0,19.0,-44.0,-39.0,18.0
3846354,2020-04-18,US_AK,-33.0,-7.0,49.0,-44.0,-27.0,9.0
3846355,2020-04-19,US_AK,-28.0,-11.0,44.0,-51.0,-28.0,7.0
3846356,2020-04-20,US_AK,-25.0,-9.0,7.0,-44.0,-40.0,15.0
3846357,2020-04-21,US_AK,-27.0,-10.0,3.0,-46.0,-40.0,17.0
3846358,2020-04-22,US_AK,-24.0,-9.0,21.0,-45.0,-40.0,16.0
3846359,2020-04-23,US_AK,-27.0,-8.0,26.0,-44.0,-40.0,16.0
3846360,2020-04-24,US_AK,-28.0,-8.0,33.0,-44.0,-37.0,16.0
3846361,2020-04-25,US_AK,-25.0,-2.0,85.0,-40.0,-25.0,7.0
3846362,2020-04-26,US_AK,-17.0,-3.0,101.0,-43.0,-25.0,5.0
3846363,2020-04-27,US_AK,-14.0,-5.0,60.0,-39.0,-36.0,13.0
3846364,2020-04-28,US_AK,-15.0,-4.0,58.0,-39.0,-37.0,5.0
3846365,2020-04-29,US_AK,-12.0,1.0,47.0,-37.0,-37.0,14.0
3846366,2020-04-30,US_AK,-16.0,0.0,44.0,-39.0,-37.0,14.0
3846367,2020-05-01,US_AK,-16.0,5.0,65.0,-35.0,-34.0,13.0
3846368,2020-05-02,US_AK,-15.0,10.0,114.0,-27.0,-21.0,5.0
3846369,2020-05-03,US_AK,-9.0,4.0,110.0,-43.0,-21.0,4.0
3846370,2020-05-04,US_AK,-9.0,3.0,57.0,-36.0,-34.0,12.0
3846371,2020-05-05,US_AK,-6.0,9.0,81.0,-32.0,-33.0,12.0
3846372,2020-05-06,US_AK,-6.0,6.0,89.0,-31.0,-33.0,12.0
3846373,2020-05-07,US_AK,-11.0,4.0,70.0,-36.0,-34.0,12.0
3846374,2020-05-08,US_AK,-13.0,5.0,80.0,-34.0,-32.0,12.0
3846375,2020-05-09,US_AK,-8.0,21.0,152.0,-26.0,-18.0,3.0
3846376,2020-05-10,US_AK,2.0,23.0,163.0,-35.0,-17.0,1.0
3846377,2020-05-11,US_AK,-6.0,1.0,76.0,-34.0,-32.0,11.0
3846378,2020-05-12,US_AK,-4.0,2.0,106.0,-31.0,-31.0,11.0
3846379,2020-05-13,US_AK,0.0,9.0,113.0,-28.0,-30.0,10.0
3846380,2020-05-14,US_AK,-6.0,7.0,91.0,-31.0,-31.0,10.0
3846381,2020-05-15,US_AK,-5.0,7.0,134.0,-26.0,-29.0,9.0
3846382,2020-05-16,US_AK,-7.0,13.0,164.0,-23.0,-16.0,2.0
3846383,2020-05-17,US_AK,6.0,14.0,186.0,-28.0,-14.0,0.0
3846384,2020-05-18,US_AK,0.0,4.0,79.0,-29.0,-31.0,10.0
3846385,2020-05-19,US_AK,0.0,7.0,80.0,-27.0,-29.0,10.0
3846386,2020-05-20,US_AK,3.0,13.0,95.0,-25.0,-29.0,10.0
3846387,2020-05-21,US_AK,-3.0,12.0,78.0,-28.0,-30.0,10.0
3846388,2020-05-22,US_AK,-3.0,12.0,124.0,-23.0,-32.0,9.0
3846389,2020-05-23,US_AK,-8.0,14.0,151.0,-25.0,-16.0,1.0
3846390,2020-05-24,US_AK,3.0,15.0,147.0,-35.0,-17.0,1.0
3846391,2020-05-25,US_AK,-14.0,2.0,131.0,-39.0,-66.0,15.0
3846392,2020-05-26,US_AK,3.0,10.0,94.0,-25.0,-27.0,9.0
3846393,2020-05-27,US_AK,5.0,11.0,142.0,-20.0,-26.0,8.0
3846394,2020-05-28,US_AK,5.0,14.0,142.0,-18.0,-27.0,7.0
3846395,2020-05-29,US_AK,0.0,10.0,153.0,-19.0,-25.0,7.0
3846396,2020-05-30,US_AK,-2.0,14.0,152.0,-19.0,-7.0,1.0
3846397,2020-05-31,US_AK,9.0,14.0,125.0,-25.0,-7.0,1.0
3846398,2020-06-01,US_AK,9.0,17.0,103.0,-15.0,-25.0,7.0
3846399,2020-06-02,US_AK,7.0,15.0,103.0,-18.0,-25.0,8.0
3846400,2020-06-03,US_AK,11.0,16.0,106.0,-12.0,-25.0,7.0
3846401,2020-06-04,US_AK,6.0,15.0,138.0,-14.0,-26.0,7.0
3846402,2020-06-05,US_AK,3.0,13.0,163.0,-13.0,-24.0,6.0
3846403,2020-06-06,US_AK,2.0,18.0,193.0,-7.0,-9.0,0.0
3846404,2020-06-07,US_AK,15.0,19.0,195.0,-11.0,-7.0,-1.0
3846405,2020-06-08,US_AK,3.0,8.0,90.0,-12.0,-25.0,7.0
3846406,2020-06-09,US_AK,7.0,11.0,102.0,-13.0,-25.0,8.0
3846407,2020-06-10,US_AK,13.0,16.0,150.0,-7.0,-24.0,6.0
3846408,2020-06-11,US_AK,9.0,16.0,177.0,-5.0,-26.0,6.0
3846409,2020-06-12,US_AK,6.0,14.0,200.0,-5.0,-27.0,5.0
3846410,2020-06-13,US_AK,5.0,19.0,226.0,13.0,-7.0,-1.0
3846411,2020-06-14,US_AK,18.0,21.0,243.0,1.0,-8.0,-3.0
3846412,2020-06-15,US_AK,14.0,13.0,165.0,-6.0,-26.0,6.0
3846413,2020-06-16,US_AK,13.0,12.0,147.0,-11.0,-25.0,7.0
3846414,2020-06-17,US_AK,12.0,16.0,129.0,-8.0,-26.0,7.0
3846415,2020-06-18,US_AK,8.0,14.0,144.0,-7.0,-26.0,6.0
3846416,2020-06-19,US_AK,3.0,12.0,124.0,-10.0,-26.0,6.0
3846417,2020-06-20,US_AK,2.0,19.0,180.0,0.0,-10.0,0.0
3846418,2020-06-21,US_AK,16.0,21.0,194.0,-3.0,-8.0,-2.0
3846419,2020-06-22,US_AK,9.0,8.0,146.0,-2.0,-28.0,6.0
3846420,2020-06-23,US_AK,11.0,10.0,126.0,-6.0,-27.0,7.0
3846421,2020-06-24,US_AK,14.0,16.0,145.0,-6.0,-26.0,7.0
3846422,2020-06-25,US_AK,10.0,15.0,160.0,-2.0,-26.0,6.0
3846423,2020-06-26,US_AK,4.0,10.0,155.0,-6.0,-25.0,6.0
3846424,2020-06-27,US_AK,5.0,17.0,242.0,10.0,-10.0,-1.0
3846425,2020-06-28,US_AK,12.0,14.0,148.0,-6.0,-8.0,0.0
3846426,2020-06-29,US_AK,12.0,13.0,152.0,-5.0,-26.0,6.0
3846427,2020-06-30,US_AK,20.0,19.0,170.0,0.0,-25.0,6.0
3846428,2020-07-01,US_AK,33.0,36.0,195.0,5.0,-26.0,4.0
3846429,2020-07-02,US_AK,26.0,37.0,215.0,5.0,-31.0,3.0
3846430,2020-07-03,US_AK,11.0,31.0,288.0,-1.0,-53.0,7.0
3846431,2020-07-04,US_AK,-17.0,19.0,303.0,-3.0,-26.0,-1.0
3846432,2020-07-05,US_AK,15.0,19.0,239.0,11.0,-14.0,-4.0
3846433,2020-07-06,US_AK,19.0,18.0,165.0,1.0,-35.0,7.0
3846434,2020-07-07,US_AK,18.0,17.0,174.0,3.0,-29.0,7.0
3846435,2020-07-08,US_AK,14.0,17.0,91.0,-3.0,-28.0,8.0
3846436,2020-07-09,US_AK,11.0,17.0,157.0,1.0,-28.0,7.0
3846437,2020-07-10,US_AK,8.0,13.0,172.0,4.0,-26.0,6.0
3846438,2020-07-11,US_AK,5.0,18.0,169.0,12.0,-8.0,1.0
3846439,2020-07-12,US_AK,19.0,20.0,190.0,9.0,-8.0,0.0
3846440,2020-07-13,US_AK,18.0,15.0,192.0,6.0,-28.0,6.0
3846441,2020-07-14,US_AK,20.0,17.0,202.0,6.0,-29.0,6.0
3846442,2020-07-15,US_AK,21.0,21.0,200.0,4.0,-27.0,6.0
3846443,2020-07-16,US_AK,13.0,19.0,184.0,3.0,-28.0,6.0
3846444,2020-07-17,US_AK,6.0,13.0,170.0,1.0,-28.0,6.0
3846445,2020-07-18,US_AK,6.0,19.0,211.0,15.0,-9.0,0.0
3846446,2020-07-19,US_AK,19.0,21.0,189.0,11.0,-8.0,-1.0
3846447,2020-07-20,US_AK,16.0,16.0,182.0,3.0,-29.0,6.0
3846448,2020-07-21,US_AK,18.0,18.0,202.0,4.0,-28.0,6.0
3846449,2020-07-22,US_AK,16.0,19.0,143.0,2.0,-27.0,7.0
3846450,2020-07-23,US_AK,14.0,17.0,221.0,6.0,-28.0,6.0
3846451,2020-07-24,US_AK,4.0,12.0,137.0,-4.0,-27.0,8.0
3846452,2020-07-25,US_AK,4.0,16.0,175.0,10.0,-10.0,1.0
3846453,2020-07-26,US_AK,24.0,22.0,253.0,12.0,-8.0,-2.0
3846454,2020-07-27,US_AK,15.0,16.0,199.0,6.0,-28.0,6.0
3846455,2020-07-28,US_AK,15.0,14.0,191.0,3.0,-27.0,6.0
3846456,2020-07-29,US_AK,16.0,18.0,201.0,3.0,-28.0,6.0
3846457,2020-07-30,US_AK,13.0,17.0,0.0,3.0,-29.0,5.0
3846458,2020-07-31,US_AK,8.0,13.0,184.0,3.0,-27.0,5.0
3846459,2020-08-01,US_AK,5.0,22.0,155.0,11.0,-9.0,1.0
3846460,2020-08-02,US_AK,19.0,20.0,181.0,19.0,-7.0,-1.0
3846461,2020-08-03,US_AK,13.0,17.0,151.0,4.0,-29.0,6.0
3846462,2020-08-04,US_AK,13.0,17.0,184.0,3.0,-28.0,7.0
3846463,2020-08-05,US_AK,14.0,17.0,187.0,4.0,-28.0,6.0
3846464,2020-08-06,US_AK,5.0,14.0,138.0,1.0,-29.0,7.0
3846465,2020-08-07,US_AK,3.0,12.0,176.0,0.0,-28.0,6.0
3846466,2020-08-08,US_AK,0.0,16.0,196.0,16.0,-11.0,1.0
3846467,2020-08-09,US_AK,13.0,18.0,216.0,8.0,-9.0,-1.0
3846468,2020-08-10,US_AK,8.0,10.0,163.0,6.0,-30.0,6.0
3846469,2020-08-11,US_AK,7.0,9.0,134.0,-3.0,-29.0,7.0
3846470,2020-08-12,US_AK,10.0,14.0,142.0,0.0,-28.0,6.0
3846471,2020-08-13,US_AK,7.0,13.0,175.0,0.0,-29.0,5.0
3846472,2020-08-14,US_AK,4.0,12.0,183.0,2.0,-27.0,5.0
3846473,2020-08-15,US_AK,2.0,16.0,245.0,13.0,-10.0,-1.0
3846474,2020-08-16,US_AK,17.0,20.0,285.0,15.0,-10.0,-3.0
3846475,2020-08-17,US_AK,12.0,10.0,0.0,0.0,-28.0,5.0
3846476,2020-08-18,US_AK,9.0,9.0,0.0,0.0,-27.0,7.0
3846477,2020-08-19,US_AK,8.0,12.0,0.0,0.0,-26.0,6.0
3846478,2020-08-20,US_AK,6.0,11.0,0.0,0.0,-28.0,5.0
3846479,2020-08-21,US_AK,2.0,7.0,0.0,0.0,-26.0,5.0
3846480,2020-08-22,US_AK,-1.0,12.0,0.0,0.0,-9.0,-1.0
3846481,2020-08-23,US_AK,8.0,11.0,0.0,0.0,-9.0,0.0
3846482,2020-08-24,US_AK,4.0,7.0,0.0,0.0,-27.0,7.0
3846483,2020-08-25,US_AK,3.0,4.0,0.0,0.0,-26.0,8.0
3846484,2020-08-26,US_AK,5.0,8.0,0.0,0.0,-24.0,7.0
3846485,2020-08-27,US_AK,1.0,6.0,0.0,0.0,-25.0,6.0
3846486,2020-08-28,US_AK,0.0,6.0,0.0,0.0,-26.0,6.0
3846487,2020-08-29,US_AK,-1.0,11.0,0.0,0.0,-7.0,0.0
3846488,2020-08-30,US_AK,9.0,11.0,0.0,0.0,-7.0,0.0
3846489,2020-08-31,US_AK,6.0,9.0,0.0,0.0,-25.0,7.0
3846490,2020-09-01,US_AK,8.0,13.0,0.0,0.0,-25.0,6.0
3846491,2020-09-02,US_AK,5.0,8.0,0.0,0.0,-25.0,6.0
3846492,2020-09-03,US_AK,4.0,8.0,0.0,0.0,-26.0,6.0
3846493,2020-09-04,US_AK,4.0,8.0,0.0,0.0,-31.0,5.0
3846494,2020-09-05,US_AK,2.0,13.0,0.0,0.0,-12.0,-2.0
3846495,2020-09-06,US_AK,14.0,13.0,0.0,0.0,-12.0,-2.0
3846496,2020-09-07,US_AK,-6.0,2.0,0.0,0.0,-65.0,14.0
3846497,2020-09-08,US_AK,4.0,5.0,0.0,0.0,-26.0,6.0
3846498,2020-09-09,US_AK,4.0,7.0,0.0,0.0,-24.0,5.0
3846499,2020-09-10,US_AK,1.0,5.0,0.0,0.0,-25.0,4.0
3846500,2020-09-11,US_AK,-2.0,1.0,156.0,-3.0,-26.0,4.0
3846501,2020-09-12,US_AK,-1.0,9.0,186.0,9.0,-7.0,-1.0
3846502,2020-09-13,US_AK,9.0,9.0,193.0,5.0,-6.0,-2.0
3846503,2020-09-14,US_AK,4.0,5.0,130.0,-8.0,-21.0,5.0
3846504,2020-09-15,US_AK,2.0,4.0,97.0,-10.0,-21.0,7.0
3846505,2020-09-16,US_AK,2.0,5.0,99.0,-10.0,-22.0,6.0
3846506,2020-09-17,US_AK,-3.0,1.0,87.0,-11.0,-23.0,7.0
3846507,2020-09-18,US_AK,-2.0,0.0,98.0,-10.0,-24.0,6.0
3846508,2020-09-19,US_AK,-2.0,7.0,127.0,3.0,-8.0,1.0
3846509,2020-09-20,US_AK,6.0,4.0,123.0,-6.0,-6.0,0.0
3846510,2020-09-21,US_AK,3.0,2.0,102.0,-11.0,-22.0,6.0
3846511,2020-09-22,US_AK,-1.0,-1.0,70.0,-18.0,-21.0,8.0
3846512,2020-09-23,US_AK,-1.0,1.0,61.0,-17.0,-20.0,7.0
3846513,2020-09-24,US_AK,-6.0,-2.0,54.0,-16.0,-22.0,8.0
3846514,2020-09-25,US_AK,-5.0,-5.0,73.0,-17.0,-22.0,7.0
3846515,2020-09-26,US_AK,-5.0,3.0,93.0,-5.0,-5.0,2.0
3846516,2020-09-27,US_AK,2.0,0.0,93.0,-12.0,-6.0,2.0
3846517,2020-09-28,US_AK,0.0,-1.0,58.0,-18.0,-19.0,7.0
3846518,2020-09-29,US_AK,-1.0,-4.0,68.0,-17.0,-19.0,7.0
3846519,2020-09-30,US_AK,1.0,1.0,36.0,-15.0,-21.0,7.0
3846520,2020-10-01,US_AK,0.0,5.0,55.0,-14.0,-21.0,6.0
3846521,2020-10-02,US_AK,-3.0,-2.0,38.0,-18.0,-22.0,6.0
3846522,2020-10-03,US_AK,-2.0,5.0,64.0,-7.0,-8.0,2.0
3846523,2020-10-04,US_AK,3.0,3.0,71.0,-18.0,-9.0,2.0
3846524,2020-10-05,US_AK,1.0,1.0,65.0,-15.0,-21.0,6.0
3846525,2020-10-06,US_AK,0.0,-2.0,57.0,-17.0,-21.0,6.0
3846526,2020-10-07,US_AK,-4.0,-2.0,42.0,-24.0,-20.0,7.0
3846527,2020-10-08,US_AK,-8.0,-4.0,42.0,-23.0,-22.0,8.0
3846528,2020-10-09,US_AK,-7.0,-5.0,48.0,-24.0,-26.0,9.0
3846529,2020-10-10,US_AK,-7.0,1.0,80.0,-16.0,-7.0,3.0
3846530,2020-10-11,US_AK,-2.0,-1.0,69.0,-24.0,-8.0,2.0
3846531,2020-10-12,US_AK,-4.0,-3.0,54.0,-23.0,-30.0,10.0
3846532,2020-10-13,US_AK,-6.0,-5.0,53.0,-22.0,-21.0,8.0
3846533,2020-10-14,US_AK,-5.0,-2.0,21.0,-21.0,-21.0,9.0
3846534,2020-10-15,US_AK,-8.0,-4.0,26.0,-22.0,-22.0,8.0
3846535,2020-10-16,US_AK,-7.0,-5.0,35.0,-22.0,-24.0,9.0
3846536,2020-10-17,US_AK,-6.0,0.0,43.0,-14.0,-9.0,4.0
3846537,2020-10-18,US_AK,-7.0,-4.0,23.0,-25.0,-9.0,4.0
3846538,2020-10-19,US_AK,-4.0,-4.0,27.0,-24.0,-26.0,9.0
3846539,2020-10-20,US_AK,-6.0,-5.0,23.0,-23.0,-22.0,9.0
3846540,2020-10-21,US_AK,-6.0,-3.0,31.0,-24.0,-21.0,9.0
3846541,2020-10-22,US_AK,-10.0,-6.0,29.0,-22.0,-23.0,9.0
3846542,2020-10-23,US_AK,-9.0,-7.0,21.0,-26.0,-24.0,10.0
3846543,2020-10-24,US_AK,-10.0,0.0,26.0,-17.0,-7.0,4.0
3846544,2020-10-25,US_AK,-8.0,-2.0,4.0,-30.0,-9.0,4.0
3846545,2020-10-26,US_AK,-12.0,-8.0,6.0,-25.0,-23.0,10.0
3846546,2020-10-27,US_AK,-10.0,-7.0,11.0,-25.0,-23.0,10.0
3846547,2020-10-28,US_AK,-8.0,-4.0,6.0,-23.0,-22.0,9.0
3846548,2020-10-29,US_AK,-10.0,-5.0,5.0,-26.0,-24.0,9.0
3846549,2020-10-30,US_AK,-8.0,-5.0,3.0,-26.0,-25.0,10.0
3846550,2020-10-31,US_AK,-8.0,4.0,14.0,-25.0,-9.0,4.0
3846551,2020-11-01,US_AK,-8.0,-2.0,-2.0,-28.0,-10.0,4.0
3846552,2020-11-02,US_AK,-9.0,-5.0,-3.0,-23.0,-25.0,10.0
3846553,2020-11-03,US_AK,-1.0,-2.0,15.0,-29.0,-25.0,10.0
3846554,2020-11-04,US_AK,-13.0,-7.0,-5.0,-26.0,-24.0,11.0
3846555,2020-11-05,US_AK,-16.0,-9.0,-5.0,-30.0,-25.0,11.0
3846556,2020-11-06,US_AK,-21.0,-13.0,-9.0,-32.0,-29.0,13.0
3846557,2020-11-07,US_AK,-18.0,-5.0,-3.0,-25.0,-10.0,7.0
3846558,2020-11-08,US_AK,-19.0,-13.0,-10.0,-30.0,-12.0,6.0
3846559,2020-11-09,US_AK,-11.0,-6.0,2.0,-27.0,-26.0,11.0
3846560,2020-11-10,US_AK,-10.0,-6.0,-2.0,-29.0,-26.0,11.0
3846561,2020-11-11,US_AK,-7.0,-4.0,-7.0,-32.0,-39.0,15.0
3846562,2020-11-12,US_AK,-16.0,-7.0,-12.0,-29.0,-26.0,11.0
3846563,2020-11-13,US_AK,-17.0,-9.0,-5.0,-31.0,-28.0,12.0
3846564,2020-11-14,US_AK,-17.0,-6.0,3.0,-23.0,-12.0,7.0
3846565,2020-11-15,US_AK,-12.0,-8.0,19.0,-27.0,-13.0,5.0
3846566,2020-11-16,US_AK,-13.0,-7.0,-5.0,-26.0,-27.0,11.0
3846567,2020-11-17,US_AK,-16.0,-9.0,-7.0,-32.0,-28.0,13.0
3846568,2020-11-18,US_AK,-16.0,-8.0,-15.0,-28.0,-27.0,12.0
3846569,2020-11-19,US_AK,-20.0,-10.0,-17.0,-30.0,-28.0,13.0
3846570,2020-11-20,US_AK,-19.0,-9.0,-15.0,-30.0,-29.0,13.0
3846571,2020-11-21,US_AK,-17.0,-4.0,-3.0,-24.0,-13.0,7.0
3846572,2020-11-22,US_AK,-15.0,-7.0,10.0,-31.0,-13.0,6.0
3846573,2020-11-23,US_AK,-10.0,-1.0,-7.0,-27.0,-28.0,11.0
3846574,2020-11-24,US_AK,-10.0,3.0,-5.0,-27.0,-29.0,12.0
3846575,2020-11-25,US_AK,-2.0,30.0,-10.0,-28.0,-32.0,12.0
3846576,2020-11-26,US_AK,-74.0,-34.0,-12.0,-66.0,-78.0,24.0
3846577,2020-11-27,US_AK,-24.0,-20.0,-6.0,-46.0,-55.0,20.0
3846578,2020-11-28,US_AK,-23.0,-15.0,-3.0,-32.0,-17.0,8.0
3846579,2020-11-29,US_AK,-17.0,-13.0,2.0,-26.0,-15.0,6.0
3846580,2020-11-30,US_AK,-10.0,-7.0,-6.0,-29.0,-26.0,11.0
3846581,2020-12-01,US_AK,-14.0,-4.0,-14.0,-32.0,-27.0,12.0
3846582,2020-12-02,US_AK,-16.0,-5.0,-14.0,-30.0,-26.0,12.0
3846583,2020-12-03,US_AK,-20.0,-7.0,-10.0,-30.0,-27.0,12.0
3846584,2020-12-04,US_AK,-19.0,-10.0,-13.0,-31.0,-28.0,13.0
3846585,2020-12-05,US_AK,-20.0,-5.0,-10.0,-28.0,-12.0,7.0
3846586,2020-12-06,US_AK,-17.0,-8.0,-5.0,-37.0,-13.0,6.0
3846587,2020-12-07,US_AK,-13.0,-6.0,-4.0,-31.0,-26.0,11.0
3846588,2020-12-08,US_AK,-17.0,-10.0,-8.0,-31.0,-25.0,12.0
3846589,2020-12-09,US_AK,-15.0,-5.0,-3.0,-28.0,-25.0,12.0
3846590,2020-12-10,US_AK,-18.0,-7.0,-6.0,-32.0,-26.0,12.0
3846591,2020-12-11,US_AK,-19.0,-9.0,-9.0,-32.0,-27.0,13.0
3846592,2020-12-12,US_AK,-16.0,-2.0,-5.0,-22.0,-13.0,7.0
3846593,2020-12-13,US_AK,-13.0,-7.0,7.0,-28.0,-14.0,5.0
3846594,2020-12-14,US_AK,-11.0,-3.0,-6.0,-26.0,-25.0,11.0
3846595,2020-12-15,US_AK,-11.0,-4.0,-6.0,-27.0,-26.0,11.0
3846596,2020-12-16,US_AK,-11.0,0.0,-6.0,-23.0,-25.0,11.0
3846597,2020-12-17,US_AK,-15.0,-4.0,-15.0,-22.0,-26.0,12.0
3846598,2020-12-18,US_AK,-14.0,-4.0,-6.0,-22.0,-27.0,12.0
3846599,2020-12-19,US_AK,-18.0,-2.0,-1.0,-11.0,-14.0,7.0
3846600,2020-12-20,US_AK,-7.0,1.0,10.0,-19.0,-13.0,4.0
3846601,2020-12-21,US_AK,0.0,9.0,9.0,-20.0,-31.0,10.0
3846602,2020-12-22,US_AK,-3.0,8.0,-9.0,-21.0,-32.0,12.0
3846603,2020-12-23,US_AK,7.0,28.0,1.0,-20.0,-33.0,11.0
3846604,2020-12-24,US_AK,-14.0,25.0,7.0,-38.0,-54.0,16.0
3846605,2020-12-25,US_AK,-83.0,-71.0,-13.0,-68.0,-81.0,27.0
3846606,2020-12-26,US_AK,-30.0,-12.0,3.0,-31.0,-25.0,9.0
3846607,2020-12-27,US_AK,-19.0,-11.0,16.0,-29.0,-18.0,6.0
3846608,2020-12-28,US_AK,-11.0,-3.0,9.0,-27.0,-34.0,12.0
3846609,2020-12-29,US_AK,-14.0,-7.0,6.0,-29.0,-34.0,14.0
3846610,2020-12-30,US_AK,-6.0,5.0,8.0,-29.0,-33.0,13.0
3846611,2020-12-31,US_AK,-5.0,20.0,49.0,-31.0,-42.0,12.0
3846612,2021-01-01,US_AK,-46.0,-29.0,0.0,-59.0,-70.0,25.0
3846613,2021-01-02,US_AK,-23.0,-7.0,-9.0,-21.0,-18.0,8.0
3846614,2021-01-03,US_AK,-17.0,-10.0,-3.0,-24.0,-13.0,6.0
3846615,2021-01-04,US_AK,-11.0,-3.0,-6.0,-25.0,-26.0,11.0
