,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
4791265,2020-10-05,US_ME,1.0,11.0,130.0,3.0,-24.0,4.0
4791266,2020-10-06,US_ME,-1.0,10.0,130.0,2.0,-23.0,4.0
4791267,2020-10-07,US_ME,-2.0,7.0,92.0,-1.0,-23.0,6.0
4791268,2020-10-08,US_ME,-2.0,10.0,126.0,11.0,-21.0,5.0
4791269,2020-10-09,US_ME,-2.0,7.0,155.0,14.0,-24.0,6.0
4791270,2020-10-10,US_ME,2.0,10.0,198.0,27.0,-4.0,0.0
4791271,2020-10-11,US_ME,18.0,19.0,235.0,43.0,1.0,-1.0
4791272,2020-10-12,US_ME,7.0,12.0,157.0,25.0,-40.0,8.0
4791273,2020-10-13,US_ME,-11.0,3.0,56.0,-3.0,-24.0,8.0
4791274,2020-10-14,US_ME,-1.0,10.0,120.0,6.0,-22.0,6.0
4791275,2020-10-15,US_ME,-4.0,8.0,123.0,10.0,-20.0,5.0
4791276,2020-10-16,US_ME,-10.0,1.0,58.0,-4.0,-22.0,8.0
4791277,2020-10-17,US_ME,-10.0,-1.0,33.0,0.0,-8.0,5.0
4791278,2020-10-18,US_ME,4.0,9.0,149.0,29.0,0.0,0.0
4791279,2020-10-19,US_ME,-5.0,5.0,95.0,2.0,-22.0,5.0
4791280,2020-10-20,US_ME,-8.0,5.0,77.0,-3.0,-22.0,6.0
4791281,2020-10-21,US_ME,-6.0,5.0,51.0,-4.0,-22.0,7.0
4791282,2020-10-22,US_ME,-6.0,6.0,107.0,0.0,-19.0,5.0
4791283,2020-10-23,US_ME,-9.0,2.0,77.0,-5.0,-20.0,7.0
4791284,2020-10-24,US_ME,-7.0,2.0,86.0,2.0,-5.0,2.0
4791285,2020-10-25,US_ME,2.0,8.0,115.0,23.0,-2.0,0.0
4791286,2020-10-26,US_ME,-9.0,3.0,32.0,-8.0,-22.0,7.0
4791287,2020-10-27,US_ME,-9.0,4.0,69.0,-3.0,-21.0,6.0
4791288,2020-10-28,US_ME,-8.0,2.0,32.0,-8.0,-22.0,7.0
4791289,2020-10-29,US_ME,-10.0,4.0,36.0,-7.0,-19.0,6.0
4791290,2020-10-30,US_ME,-10.0,2.0,24.0,-14.0,-22.0,8.0
4791291,2020-10-31,US_ME,-12.0,4.0,64.0,-11.0,-7.0,1.0
4791292,2020-11-01,US_ME,-7.0,2.0,26.0,-1.0,-5.0,2.0
4791293,2020-11-02,US_ME,-11.0,1.0,24.0,-16.0,-23.0,7.0
4791294,2020-11-03,US_ME,-4.0,6.0,51.0,-10.0,-25.0,7.0
4791295,2020-11-04,US_ME,-12.0,-2.0,27.0,-13.0,-23.0,8.0
4791296,2020-11-05,US_ME,-12.0,1.0,56.0,-10.0,-20.0,7.0
4791297,2020-11-06,US_ME,-14.0,-4.0,56.0,-16.0,-22.0,8.0
4791298,2020-11-07,US_ME,-12.0,-3.0,81.0,-8.0,-5.0,3.0
4791299,2020-11-08,US_ME,-2.0,4.0,96.0,0.0,-2.0,1.0
4791300,2020-11-09,US_ME,-10.0,2.0,56.0,-12.0,-23.0,6.0
4791301,2020-11-10,US_ME,-8.0,5.0,89.0,-8.0,-23.0,6.0
4791302,2020-11-11,US_ME,-5.0,4.0,63.0,-15.0,-37.0,10.0
4791303,2020-11-12,US_ME,-16.0,2.0,26.0,-13.0,-22.0,8.0
4791304,2020-11-13,US_ME,-19.0,-3.0,13.0,-22.0,-23.0,10.0
4791305,2020-11-14,US_ME,-16.0,-3.0,34.0,-15.0,-7.0,4.0
4791306,2020-11-15,US_ME,-9.0,4.0,35.0,-5.0,-5.0,3.0
4791307,2020-11-16,US_ME,-14.0,1.0,29.0,-21.0,-24.0,7.0
4791308,2020-11-17,US_ME,-15.0,1.0,36.0,-17.0,-23.0,8.0
4791309,2020-11-18,US_ME,-15.0,-1.0,9.0,-17.0,-25.0,9.0
4791310,2020-11-19,US_ME,-17.0,1.0,14.0,-14.0,-22.0,9.0
4791311,2020-11-20,US_ME,-19.0,-2.0,22.0,-20.0,-23.0,10.0
4791312,2020-11-21,US_ME,-18.0,-2.0,31.0,-12.0,-6.0,4.0
4791313,2020-11-22,US_ME,-12.0,5.0,23.0,-11.0,-4.0,3.0
4791314,2020-11-23,US_ME,-19.0,0.0,-9.0,-25.0,-27.0,10.0
4791315,2020-11-24,US_ME,-7.0,17.0,30.0,-6.0,-26.0,8.0
4791316,2020-11-25,US_ME,-4.0,31.0,7.0,-9.0,-35.0,10.0
4791317,2020-11-26,US_ME,-84.0,-65.0,-18.0,-61.0,-82.0,24.0
4791318,2020-11-27,US_ME,-22.0,-12.0,32.0,-32.0,-55.0,17.0
4791319,2020-11-28,US_ME,-24.0,-13.0,11.0,-20.0,-13.0,6.0
4791320,2020-11-29,US_ME,-12.0,-3.0,49.0,-1.0,-6.0,3.0
4791321,2020-11-30,US_ME,-17.0,-4.0,-2.0,-20.0,-26.0,9.0
4791322,2020-12-01,US_ME,-13.0,-1.0,8.0,-19.0,-28.0,9.0
4791323,2020-12-02,US_ME,-12.0,0.0,18.0,-20.0,-25.0,9.0
4791324,2020-12-03,US_ME,-12.0,4.0,25.0,-17.0,-23.0,8.0
4791325,2020-12-04,US_ME,-13.0,4.0,13.0,-23.0,-23.0,9.0
4791326,2020-12-05,US_ME,-35.0,-12.0,-36.0,-38.0,-13.0,9.0
4791327,2020-12-06,US_ME,-20.0,-13.0,3.0,-21.0,-12.0,3.0
4791328,2020-12-07,US_ME,-10.0,1.0,10.0,-19.0,-27.0,7.0
4791329,2020-12-08,US_ME,-13.0,0.0,8.0,-16.0,-24.0,9.0
4791330,2020-12-09,US_ME,-13.0,-1.0,2.0,-20.0,-25.0,9.0
4791331,2020-12-10,US_ME,-15.0,3.0,10.0,-18.0,-23.0,9.0
4791332,2020-12-11,US_ME,-15.0,0.0,8.0,-23.0,-23.0,10.0
4791333,2020-12-12,US_ME,-15.0,-1.0,-12.0,-21.0,-8.0,6.0
4791334,2020-12-13,US_ME,-12.0,0.0,2.0,-15.0,-8.0,5.0
4791335,2020-12-14,US_ME,-11.0,4.0,3.0,-22.0,-25.0,8.0
4791336,2020-12-15,US_ME,-11.0,3.0,7.0,-18.0,-25.0,9.0
4791337,2020-12-16,US_ME,-7.0,10.0,-7.0,-19.0,-26.0,9.0
4791338,2020-12-17,US_ME,-50.0,-31.0,-30.0,-46.0,-41.0,19.0
4791339,2020-12-18,US_ME,-14.0,0.0,-10.0,-20.0,-24.0,11.0
4791340,2020-12-19,US_ME,-11.0,3.0,-11.0,-5.0,-7.0,5.0
4791341,2020-12-20,US_ME,-6.0,5.0,0.0,-4.0,-5.0,4.0
4791342,2020-12-21,US_ME,0.0,13.0,7.0,-13.0,-26.0,8.0
4791343,2020-12-22,US_ME,6.0,20.0,23.0,-5.0,-27.0,8.0
4791344,2020-12-23,US_ME,16.0,35.0,11.0,-1.0,-32.0,8.0
4791345,2020-12-24,US_ME,-5.0,40.0,15.0,-27.0,-53.0,13.0
4791346,2020-12-25,US_ME,-89.0,-74.0,-40.0,-75.0,-83.0,28.0
4791347,2020-12-26,US_ME,-30.0,-19.0,-10.0,-24.0,-23.0,9.0
4791348,2020-12-27,US_ME,-17.0,-10.0,30.0,-9.0,-11.0,5.0
4791349,2020-12-28,US_ME,-10.0,-2.0,13.0,-20.0,-37.0,12.0
4791350,2020-12-29,US_ME,-12.0,-2.0,24.0,-14.0,-37.0,12.0
4791351,2020-12-30,US_ME,-8.0,4.0,13.0,-11.0,-35.0,12.0
4791352,2020-12-31,US_ME,1.0,25.0,33.0,-21.0,-40.0,11.0
4791353,2021-01-01,US_ME,-34.0,-24.0,31.0,-47.0,-70.0,23.0
4791354,2021-01-02,US_ME,-48.0,-33.0,-35.0,-38.0,-25.0,13.0
4791355,2021-01-03,US_ME,-15.0,-3.0,9.0,-5.0,-10.0,5.0
4791356,2021-01-04,US_ME,-11.0,1.0,0.0,-22.0,-26.0,9.0
4791357,2021-01-05,US_ME,-18.0,-4.0,0.0,-24.0,-26.0,11.0
4791358,2021-01-06,US_ME,-15.0,-4.0,-2.0,-21.0,-26.0,11.0
4791359,2021-01-07,US_ME,-19.0,-3.0,6.0,-22.0,-24.0,10.0
4791360,2021-01-08,US_ME,-23.0,-10.0,-1.0,-30.0,-25.0,12.0
4791361,2021-01-09,US_ME,-19.0,-9.0,-4.0,-24.0,-11.0,7.0
4791362,2021-01-10,US_ME,-13.0,-2.0,36.0,-21.0,-10.0,4.0
4791363,2021-01-11,US_ME,-17.0,-4.0,2.0,-23.0,-25.0,10.0
4791364,2021-01-12,US_ME,-18.0,-2.0,16.0,-19.0,-26.0,10.0
4791365,2021-01-13,US_ME,-19.0,-5.0,3.0,-23.0,-27.0,10.0
4791366,2021-01-14,US_ME,-22.0,-5.0,6.0,-24.0,-26.0,10.0
4791367,2021-01-15,US_ME,-24.0,-9.0,10.0,-37.0,-27.0,11.0
4791368,2021-01-16,US_ME,-36.0,-22.0,-39.0,-47.0,-17.0,10.0
4791369,2021-01-17,US_ME,-15.0,-6.0,27.0,-35.0,-13.0,4.0
4791370,2021-01-18,US_ME,-16.0,-7.0,24.0,-37.0,-43.0,12.0
4791371,2021-01-19,US_ME,-23.0,-7.0,13.0,-36.0,-27.0,10.0
4791372,2021-01-20,US_ME,-23.0,-9.0,-2.0,-38.0,-28.0,11.0
4791373,2021-01-21,US_ME,-24.0,-9.0,1.0,-37.0,-26.0,10.0
4791374,2021-01-22,US_ME,-26.0,-11.0,3.0,-39.0,-26.0,12.0
4791375,2021-01-23,US_ME,-24.0,-13.0,-1.0,-35.0,-14.0,7.0
4791376,2021-01-24,US_ME,-23.0,-11.0,-3.0,-35.0,-12.0,5.0
4791377,2021-01-25,US_ME,-22.0,-9.0,2.0,-38.0,-27.0,10.0
4791378,2021-01-26,US_ME,-22.0,-8.0,15.0,-34.0,-26.0,9.0
4791379,2021-01-27,US_ME,-28.0,-15.0,-5.0,-40.0,-28.0,11.0
4791380,2021-01-28,US_ME,-25.0,-9.0,1.0,-37.0,-25.0,10.0
4791381,2021-01-29,US_ME,-28.0,-15.0,-15.0,-42.0,-27.0,12.0
4791382,2021-01-30,US_ME,-24.0,-13.0,-12.0,-38.0,-13.0,7.0
4791383,2021-01-31,US_ME,-16.0,-3.0,22.0,-32.0,-9.0,4.0
4791384,2021-02-01,US_ME,-10.0,16.0,-2.0,-36.0,-25.0,8.0
4791385,2021-02-02,US_ME,-64.0,-51.0,-36.0,-69.0,-60.0,25.0
4791386,2021-02-03,US_ME,-20.0,-8.0,-1.0,-36.0,-27.0,10.0
4791387,2021-02-04,US_ME,-19.0,-3.0,9.0,-34.0,-23.0,9.0
4791388,2021-02-05,US_ME,-27.0,-12.0,-9.0,-39.0,-24.0,11.0
4791389,2021-02-06,US_ME,-20.0,-6.0,15.0,-33.0,-10.0,6.0
4791390,2021-02-07,US_ME,-27.0,-4.0,7.0,-39.0,-10.0,4.0
4791391,2021-02-08,US_ME,-23.0,-11.0,0.0,-35.0,-27.0,9.0
4791392,2021-02-09,US_ME,-26.0,-11.0,-5.0,-39.0,-26.0,10.0
4791393,2021-02-10,US_ME,-17.0,-3.0,-3.0,-34.0,-25.0,10.0
4791394,2021-02-11,US_ME,-18.0,-1.0,-3.0,-33.0,-23.0,9.0
4791395,2021-02-12,US_ME,-20.0,-4.0,-5.0,-33.0,-25.0,11.0
4791396,2021-02-13,US_ME,-15.0,1.0,13.0,-23.0,-12.0,5.0
4791397,2021-02-14,US_ME,-5.0,6.0,29.0,-25.0,-9.0,3.0
4791398,2021-02-15,US_ME,-10.0,5.0,20.0,-31.0,-46.0,12.0
4791399,2021-02-16,US_ME,-48.0,-34.0,-25.0,-53.0,-47.0,19.0
4791400,2021-02-17,US_ME,-11.0,1.0,5.0,-29.0,-30.0,9.0
4791401,2021-02-18,US_ME,-15.0,0.0,8.0,-32.0,-30.0,10.0
4791402,2021-02-19,US_ME,-25.0,-11.0,-10.0,-42.0,-32.0,13.0
4791403,2021-02-20,US_ME,-19.0,-8.0,13.0,-26.0,-12.0,6.0
4791404,2021-02-21,US_ME,-10.0,-1.0,46.0,-17.0,-9.0,3.0
4791405,2021-02-22,US_ME,-21.0,-7.0,-8.0,-37.0,-26.0,9.0
4791406,2021-02-23,US_ME,-17.0,-4.0,17.0,-32.0,-26.0,9.0
4791407,2021-02-24,US_ME,-10.0,-1.0,15.0,-29.0,-25.0,9.0
4791408,2021-02-25,US_ME,-15.0,-2.0,3.0,-31.0,-23.0,9.0
4791409,2021-02-26,US_ME,-15.0,-5.0,6.0,-32.0,-25.0,10.0
4791410,2021-02-27,US_ME,-25.0,-14.0,-21.0,-37.0,-14.0,8.0
4791411,2021-02-28,US_ME,-3.0,3.0,57.0,-13.0,-8.0,2.0
4791412,2021-03-01,US_ME,-12.0,-2.0,-10.0,-33.0,-26.0,9.0
4791413,2021-03-02,US_ME,-20.0,-10.0,-14.0,-37.0,-28.0,11.0
4791414,2021-03-03,US_ME,-6.0,3.0,7.0,-29.0,-25.0,8.0
4791415,2021-03-04,US_ME,-12.0,0.0,5.0,-30.0,-23.0,8.0
4791416,2021-03-05,US_ME,-15.0,-6.0,-7.0,-33.0,-25.0,10.0
4791417,2021-03-06,US_ME,-11.0,-5.0,11.0,-27.0,-12.0,5.0
4791418,2021-03-07,US_ME,-2.0,1.0,45.0,-13.0,-9.0,2.0
4791419,2021-03-08,US_ME,-11.0,-1.0,17.0,-32.0,-26.0,8.0
4791420,2021-03-09,US_ME,-10.0,-2.0,24.0,-30.0,-25.0,8.0
4791421,2021-03-10,US_ME,-6.0,2.0,25.0,-24.0,-25.0,8.0
4791422,2021-03-11,US_ME,-9.0,2.0,40.0,-25.0,-23.0,7.0
4791423,2021-03-12,US_ME,-8.0,-1.0,35.0,-26.0,-25.0,8.0
4791424,2021-03-13,US_ME,-6.0,0.0,8.0,-19.0,-12.0,4.0
4791425,2021-03-14,US_ME,-2.0,2.0,8.0,-12.0,-9.0,3.0
4791426,2021-03-15,US_ME,-12.0,-2.0,-10.0,-32.0,-26.0,9.0
4791427,2021-03-16,US_ME,-7.0,4.0,18.0,-25.0,-25.0,8.0
4791428,2021-03-17,US_ME,5.0,7.0,30.0,-24.0,-24.0,7.0
4791429,2021-03-18,US_ME,-6.0,1.0,2.0,-26.0,-23.0,8.0
4791430,2021-03-19,US_ME,-7.0,-3.0,3.0,-29.0,-26.0,9.0
4791431,2021-03-20,US_ME,0.0,-1.0,48.0,-15.0,-10.0,3.0
4791432,2021-03-21,US_ME,14.0,10.0,102.0,-1.0,-7.0,0.0
4791433,2021-03-22,US_ME,1.0,5.0,51.0,-20.0,-25.0,6.0
4791434,2021-03-23,US_ME,1.0,5.0,58.0,-21.0,-24.0,7.0
4791435,2021-03-24,US_ME,-1.0,3.0,26.0,-20.0,-25.0,8.0
4791436,2021-03-25,US_ME,-7.0,2.0,14.0,-23.0,-23.0,8.0
4791437,2021-03-26,US_ME,-12.0,-6.0,-7.0,-27.0,-26.0,10.0
4791438,2021-03-27,US_ME,-1.0,0.0,30.0,-10.0,-11.0,3.0
4791439,2021-03-28,US_ME,-2.0,0.0,-11.0,-14.0,-11.0,4.0
4791440,2021-03-29,US_ME,-3.0,3.0,15.0,-23.0,-25.0,7.0
4791441,2021-03-30,US_ME,1.0,7.0,50.0,-20.0,-24.0,6.0
4791442,2021-03-31,US_ME,1.0,5.0,30.0,-21.0,-25.0,7.0
4791443,2021-04-01,US_ME,-4.0,5.0,-1.0,-23.0,-23.0,8.0
4791444,2021-04-02,US_ME,-1.0,8.0,18.0,-20.0,-25.0,8.0
4791445,2021-04-03,US_ME,3.0,20.0,27.0,-11.0,-10.0,2.0
4791446,2021-04-04,US_ME,-47.0,-42.0,56.0,-13.0,-25.0,3.0
4791447,2021-04-05,US_ME,2.0,11.0,7.0,-21.0,-26.0,7.0
4791448,2021-04-06,US_ME,-1.0,6.0,48.0,-18.0,-24.0,7.0
4791449,2021-04-07,US_ME,4.0,6.0,43.0,-16.0,-25.0,7.0
4791450,2021-04-08,US_ME,1.0,8.0,68.0,-12.0,-22.0,6.0
4791451,2021-04-09,US_ME,-2.0,2.0,66.0,-18.0,-25.0,7.0
4791452,2021-04-10,US_ME,3.0,4.0,87.0,-6.0,-11.0,1.0
4791453,2021-04-11,US_ME,11.0,11.0,68.0,2.0,-9.0,1.0
4791454,2021-04-12,US_ME,2.0,8.0,45.0,-17.0,-25.0,6.0
4791455,2021-04-13,US_ME,1.0,7.0,66.0,-17.0,-25.0,6.0
4791456,2021-04-14,US_ME,4.0,7.0,62.0,-12.0,-25.0,6.0
4791457,2021-04-15,US_ME,0.0,10.0,58.0,-15.0,-23.0,6.0
4791458,2021-04-16,US_ME,-18.0,-9.0,-17.0,-26.0,-30.0,12.0
4791459,2021-04-17,US_ME,-6.0,-2.0,0.0,-10.0,-14.0,5.0
4791460,2021-04-18,US_ME,9.0,7.0,80.0,6.0,-11.0,1.0
4791461,2021-04-19,US_ME,10.0,10.0,103.0,-8.0,-38.0,7.0
4791462,2021-04-20,US_ME,9.0,12.0,110.0,-6.0,-32.0,6.0
4791463,2021-04-21,US_ME,3.0,5.0,44.0,-9.0,-32.0,8.0
4791464,2021-04-22,US_ME,-2.0,5.0,20.0,-12.0,-31.0,8.0
4791465,2021-04-23,US_ME,-2.0,4.0,56.0,-14.0,-32.0,8.0
4791466,2021-04-24,US_ME,1.0,4.0,115.0,0.0,-13.0,1.0
4791467,2021-04-25,US_ME,7.0,8.0,51.0,6.0,-10.0,2.0
4791468,2021-04-26,US_ME,2.0,9.0,52.0,-13.0,-25.0,6.0
4791469,2021-04-27,US_ME,4.0,11.0,105.0,-10.0,-24.0,5.0
4791470,2021-04-28,US_ME,4.0,8.0,66.0,-13.0,-25.0,6.0
4791471,2021-04-29,US_ME,-1.0,8.0,48.0,-10.0,-23.0,6.0
4791472,2021-04-30,US_ME,-4.0,2.0,15.0,-16.0,-25.0,9.0
4791473,2021-05-01,US_ME,5.0,7.0,83.0,1.0,-10.0,1.0
4791474,2021-05-02,US_ME,17.0,14.0,143.0,22.0,-7.0,-1.0
4791475,2021-05-03,US_ME,8.0,15.0,76.0,-5.0,-25.0,5.0
4791476,2021-05-04,US_ME,8.0,15.0,88.0,-10.0,-24.0,5.0
4791477,2021-05-05,US_ME,3.0,9.0,12.0,-16.0,-25.0,8.0
4791478,2021-05-06,US_ME,4.0,13.0,91.0,-3.0,-22.0,5.0
4791479,2021-05-07,US_ME,3.0,10.0,102.0,-3.0,-24.0,5.0
4791480,2021-05-08,US_ME,7.0,16.0,82.0,5.0,-10.0,0.0
4791481,2021-05-09,US_ME,30.0,24.0,169.0,23.0,-7.0,-3.0
4791482,2021-05-10,US_ME,7.0,15.0,100.0,-6.0,-26.0,4.0
4791483,2021-05-11,US_ME,5.0,16.0,95.0,-10.0,-24.0,5.0
4791484,2021-05-12,US_ME,9.0,17.0,89.0,-3.0,-26.0,5.0
4791485,2021-05-13,US_ME,6.0,17.0,122.0,-1.0,-23.0,4.0
4791486,2021-05-14,US_ME,5.0,12.0,126.0,-1.0,-27.0,4.0
4791487,2021-05-15,US_ME,8.0,14.0,154.0,13.0,-13.0,-1.0
4791488,2021-05-16,US_ME,24.0,21.0,162.0,32.0,-7.0,-1.0
4791489,2021-05-17,US_ME,15.0,21.0,131.0,5.0,-25.0,3.0
4791490,2021-05-18,US_ME,13.0,20.0,144.0,-1.0,-24.0,4.0
4791491,2021-05-19,US_ME,15.0,19.0,144.0,4.0,-24.0,4.0
4791492,2021-05-20,US_ME,11.0,20.0,147.0,3.0,-22.0,3.0
4791493,2021-05-21,US_ME,7.0,14.0,139.0,0.0,-25.0,4.0
4791494,2021-05-22,US_ME,8.0,12.0,142.0,7.0,-11.0,0.0
4791495,2021-05-23,US_ME,25.0,22.0,178.0,32.0,-7.0,-2.0
4791496,2021-05-24,US_ME,17.0,22.0,138.0,4.0,-24.0,3.0
4791497,2021-05-25,US_ME,17.0,22.0,153.0,5.0,-23.0,3.0
4791498,2021-05-26,US_ME,18.0,20.0,154.0,4.0,-24.0,4.0
4791499,2021-05-27,US_ME,17.0,25.0,172.0,15.0,-21.0,2.0
4791500,2021-05-28,US_ME,15.0,23.0,192.0,20.0,-27.0,3.0
4791501,2021-05-29,US_ME,11.0,17.0,164.0,16.0,-14.0,0.0
4791502,2021-05-30,US_ME,31.0,23.0,195.0,29.0,-8.0,-1.0
4791503,2021-05-31,US_ME,14.0,10.0,116.0,5.0,-71.0,15.0
4791504,2021-06-01,US_ME,19.0,28.0,183.0,13.0,-21.0,3.0
4791505,2021-06-02,US_ME,20.0,23.0,172.0,11.0,-22.0,3.0
4791506,2021-06-03,US_ME,19.0,25.0,148.0,11.0,-19.0,3.0
4791507,2021-06-04,US_ME,14.0,20.0,172.0,9.0,-21.0,3.0
4791508,2021-06-05,US_ME,13.0,19.0,213.0,34.0,-8.0,-2.0
4791509,2021-06-06,US_ME,36.0,32.0,293.0,62.0,-1.0,-5.0
4791510,2021-06-07,US_ME,28.0,31.0,215.0,17.0,-24.0,3.0
4791511,2021-06-08,US_ME,25.0,30.0,199.0,14.0,-23.0,4.0
4791512,2021-06-09,US_ME,24.0,26.0,180.0,13.0,-22.0,3.0
4791513,2021-06-10,US_ME,22.0,31.0,199.0,21.0,-20.0,2.0
4791514,2021-06-11,US_ME,14.0,20.0,166.0,16.0,-24.0,4.0
4791515,2021-06-12,US_ME,15.0,22.0,211.0,40.0,-7.0,-3.0
4791516,2021-06-13,US_ME,37.0,33.0,293.0,68.0,-1.0,-5.0
4791517,2021-06-14,US_ME,26.0,30.0,171.0,21.0,-26.0,4.0
4791518,2021-06-15,US_ME,24.0,28.0,163.0,17.0,-24.0,5.0
4791519,2021-06-16,US_ME,27.0,28.0,210.0,20.0,-24.0,3.0
4791520,2021-06-17,US_ME,24.0,30.0,237.0,28.0,-24.0,2.0
4791521,2021-06-18,US_ME,18.0,24.0,252.0,25.0,-30.0,3.0
4791522,2021-06-19,US_ME,17.0,24.0,207.0,38.0,-9.0,-2.0
4791523,2021-06-20,US_ME,41.0,38.0,345.0,79.0,-3.0,-6.0
4791524,2021-06-21,US_ME,29.0,29.0,247.0,24.0,-30.0,3.0
4791525,2021-06-22,US_ME,25.0,27.0,189.0,20.0,-28.0,5.0
4791526,2021-06-23,US_ME,29.0,27.0,243.0,25.0,-26.0,3.0
4791527,2021-06-24,US_ME,26.0,29.0,267.0,30.0,-25.0,2.0
4791528,2021-06-25,US_ME,19.0,20.0,208.0,22.0,-29.0,4.0
4791529,2021-06-26,US_ME,17.0,19.0,226.0,48.0,-7.0,-2.0
4791530,2021-06-27,US_ME,39.0,35.0,334.0,83.0,1.0,-5.0
4791531,2021-06-28,US_ME,33.0,32.0,271.0,31.0,-30.0,1.0
4791532,2021-06-29,US_ME,28.0,30.0,276.0,24.0,-29.0,2.0
4791533,2021-06-30,US_ME,29.0,28.0,207.0,23.0,-26.0,4.0
4791534,2021-07-01,US_ME,32.0,38.0,253.0,37.0,-26.0,3.0
4791535,2021-07-02,US_ME,26.0,32.0,197.0,29.0,-33.0,6.0
4791536,2021-07-03,US_ME,19.0,32.0,220.0,56.0,-11.0,0.0
4791537,2021-07-04,US_ME,26.0,28.0,325.0,55.0,-12.0,-2.0
4791538,2021-07-05,US_ME,44.0,37.0,467.0,46.0,-64.0,7.0
4791539,2021-07-06,US_ME,36.0,38.0,320.0,39.0,-31.0,4.0
4791540,2021-07-07,US_ME,36.0,35.0,298.0,35.0,-28.0,3.0
4791541,2021-07-08,US_ME,31.0,34.0,222.0,33.0,-27.0,4.0
4791542,2021-07-09,US_ME,11.0,14.0,123.0,8.0,-32.0,9.0
4791543,2021-07-10,US_ME,22.0,29.0,282.0,76.0,-5.0,-4.0
4791544,2021-07-11,US_ME,42.0,39.0,358.0,94.0,2.0,-5.0
4791545,2021-07-12,US_ME,38.0,38.0,262.0,32.0,-29.0,3.0
4791546,2021-07-13,US_ME,35.0,37.0,267.0,35.0,-27.0,4.0
4791547,2021-07-14,US_ME,35.0,33.0,203.0,25.0,-25.0,4.0
4791548,2021-07-15,US_ME,33.0,37.0,308.0,39.0,-24.0,2.0
4791549,2021-07-16,US_ME,23.0,28.0,279.0,30.0,-28.0,3.0
4791550,2021-07-17,US_ME,22.0,27.0,245.0,63.0,-6.0,-2.0
4791551,2021-07-18,US_ME,39.0,32.0,173.0,77.0,-1.0,-1.0
4791552,2021-07-19,US_ME,36.0,37.0,243.0,37.0,-28.0,4.0
4791553,2021-07-20,US_ME,33.0,36.0,293.0,33.0,-26.0,4.0
4791554,2021-07-21,US_ME,35.0,34.0,229.0,30.0,-24.0,4.0
4791555,2021-07-22,US_ME,32.0,37.0,309.0,45.0,-23.0,2.0
4791556,2021-07-23,US_ME,23.0,28.0,277.0,38.0,-28.0,3.0
4791557,2021-07-24,US_ME,21.0,29.0,318.0,76.0,-4.0,-4.0
4791558,2021-07-25,US_ME,41.0,34.0,202.0,81.0,2.0,-1.0
4791559,2021-07-26,US_ME,37.0,38.0,304.0,40.0,-28.0,3.0
4791560,2021-07-27,US_ME,33.0,38.0,299.0,34.0,-25.0,3.0
4791561,2021-07-28,US_ME,37.0,36.0,292.0,36.0,-24.0,2.0
4791562,2021-07-29,US_ME,28.0,34.0,248.0,35.0,-23.0,3.0
4791563,2021-07-30,US_ME,26.0,30.0,252.0,34.0,-28.0,4.0
4791564,2021-07-31,US_ME,23.0,29.0,287.0,75.0,-3.0,-3.0
4791565,2021-08-01,US_ME,46.0,41.0,342.0,100.0,4.0,-5.0
4791566,2021-08-02,US_ME,39.0,39.0,258.0,36.0,-28.0,4.0
4791567,2021-08-03,US_ME,40.0,43.0,329.0,39.0,-26.0,3.0
4791568,2021-08-04,US_ME,37.0,37.0,286.0,37.0,-24.0,3.0
4791569,2021-08-05,US_ME,30.0,35.0,193.0,33.0,-25.0,5.0
4791570,2021-08-06,US_ME,23.0,30.0,315.0,39.0,-28.0,3.0
4791571,2021-08-07,US_ME,20.0,29.0,297.0,74.0,-5.0,-3.0
4791572,2021-08-08,US_ME,45.0,41.0,341.0,101.0,3.0,-4.0
4791573,2021-08-09,US_ME,39.0,39.0,268.0,37.0,-28.0,3.0
4791574,2021-08-10,US_ME,37.0,43.0,294.0,39.0,-26.0,3.0
4791575,2021-08-11,US_ME,36.0,38.0,253.0,33.0,-25.0,4.0
4791576,2021-08-12,US_ME,30.0,39.0,308.0,45.0,-25.0,3.0
4791577,2021-08-13,US_ME,23.0,31.0,305.0,34.0,-29.0,4.0
4791578,2021-08-14,US_ME,20.0,29.0,249.0,69.0,-5.0,-2.0
4791579,2021-08-15,US_ME,47.0,46.0,371.0,105.0,4.0,-5.0
4791580,2021-08-16,US_ME,41.0,42.0,299.0,39.0,-28.0,2.0
4791581,2021-08-17,US_ME,38.0,42.0,308.0,40.0,-27.0,3.0
4791582,2021-08-18,US_ME,37.0,36.0,239.0,35.0,-24.0,4.0
4791583,2021-08-19,US_ME,28.0,34.0,215.0,34.0,-24.0,5.0
4791584,2021-08-20,US_ME,24.0,29.0,273.0,33.0,-28.0,4.0
4791585,2021-08-21,US_ME,19.0,27.0,249.0,73.0,-4.0,-2.0
4791586,2021-08-22,US_ME,31.0,32.0,171.0,58.0,2.0,-1.0
4791587,2021-08-23,US_ME,31.0,32.0,169.0,23.0,-28.0,6.0
4791588,2021-08-24,US_ME,33.0,35.0,265.0,32.0,-26.0,4.0
4791589,2021-08-25,US_ME,33.0,34.0,257.0,34.0,-25.0,3.0
4791590,2021-08-26,US_ME,30.0,34.0,266.0,39.0,-25.0,3.0
4791591,2021-08-27,US_ME,23.0,27.0,257.0,32.0,-27.0,3.0
